m;millis;step_ha;step_la;load
m;113108;0;0;68690
m;113115;0;0;68724
m;113126;0;0;68638
m;113136;0;0;68624
m;113148;0;0;68626
m;113160;0;0;68593
m;113171;0;0;68648
m;113183;0;0;68587
m;113193;0;0;68719
m;113205;0;0;68673
m;113216;0;0;68670
m;113227;0;0;68717
m;113239;0;0;68646
m;113249;0;0;68708
m;113261;0;0;68603
m;113272;0;0;68764
m;113284;0;0;68709
m;113296;0;0;68692
m;113306;0;0;68597
m;113317;0;0;68522
m;113330;0;0;68661
m;113341;0;0;68668
m;113352;0;0;68797
m;113363;0;0;68691
m;113375;0;0;68655
m;113386;0;0;68734
m;113398;0;0;68681
m;113410;0;0;68778
m;113421;0;0;68602
m;113431;0;0;68677
m;113442;0;0;68706
m;113454;0;0;68737
m;113465;0;0;68656
m;113476;0;0;68550
m;113486;0;0;68695
m;113498;0;0;68526
m;113510;0;0;68608
m;113521;0;0;68612
m;113532;0;0;68711
m;113544;0;0;68696
m;113555;0;0;68668
m;113566;0;0;68826
m;113579;0;0;68671
m;113590;0;0;68686
m;113600;0;0;68679
m;113612;0;0;68714
m;113624;0;0;68601
m;113635;0;0;68636
m;113647;0;0;68712
m;113657;0;0;68631
m;113669;0;0;68692
m;113680;0;0;68618
m;113691;0;0;68727
m;113702;0;0;68655
m;113713;0;0;68697
m;113725;0;0;68645
m;113736;0;0;68526
m;113747;0;0;68670
m;113760;0;0;68529
m;113770;0;0;68652
m;113781;0;0;68644
m;113794;0;0;68602
m;113805;0;0;68762
m;113816;0;0;68690
m;113827;0;0;68707
m;113839;0;0;68638
m;113850;0;0;68659
m;113862;0;0;68638
m;113873;0;0;68581
m;113885;0;0;68677
m;113896;0;0;68688
m;113907;0;0;68789
m;113918;0;0;68641
m;113930;0;0;68758
m;113941;0;0;68725
m;113951;0;0;68656
m;113963;0;0;68655
m;113975;0;0;68644
m;113986;0;0;68829
m;113997;0;0;68595
m;114009;0;0;68700
m;114020;0;0;68559
m;114031;0;0;68670
m;114043;0;0;68764
m;114055;0;0;68771
m;114065;0;0;68841
m;114077;0;0;68659
m;114088;0;0;68753
m;114100;0;0;68608
m;114112;0;0;68656
m;114122;0;0;68680
m;114134;0;0;68663
m;114146;0;0;68758
m;114157;0;0;68588
m;114168;0;0;68716
m;114179;0;0;68623
m;114190;0;0;68639
m;114201;0;0;68706
m;114212;0;0;68648
m;114225;0;0;68684
m;114235;0;0;68627
m;114246;0;0;68706
m;114258;0;0;68572
m;114270;0;0;68682
m;114281;0;0;68671
m;114292;0;0;68578
m;114304;0;0;68723
m;114315;0;0;68693
m;114327;0;0;68730
m;114338;0;0;68646
m;114349;0;0;68744
m;114361;0;0;68738
m;114372;0;0;68603
m;114383;0;0;68624
m;114396;0;0;68603
m;114407;0;0;68730
m;114417;0;0;68548
m;114428;0;0;68654
m;114440;0;0;68651
m;114451;0;0;68722
m;114462;0;0;68825
m;114473;0;0;68584
m;114485;0;0;68703
m;114496;0;0;68647
m;114508;0;0;68701
m;114520;0;0;68660
m;114530;0;0;68669
m;114542;0;0;68664
m;114553;0;0;68490
m;114565;0;0;68583
m;114577;0;0;68574
m;114587;0;0;68740
m;114598;0;0;68588
m;114611;0;0;68624
m;114622;0;0;68727
m;114633;0;0;68578
m;114643;0;0;68657
m;114655;0;0;68568
m;114666;0;0;68666
m;114677;0;0;68642
m;114689;0;0;68578
m;114699;0;0;68667
m;114710;0;0;68574
m;114722;0;0;68763
m;114734;0;0;68601
m;114745;0;0;68680
m;114756;0;0;68653
m;114767;0;0;68588
m;114779;0;0;68639
m;114791;0;0;68541
m;114802;0;0;68652
m;114812;0;0;68614
m;114825;0;0;68659
m;114836;0;0;68557
m;114847;0;0;68559
m;114860;0;0;68632
m;114871;0;0;68611
m;114881;0;0;68672
m;114892;0;0;68506
m;114904;0;0;68655
m;114915;0;0;68646
m;114926;0;0;68759
m;114936;0;0;68675
m;114948;0;0;68584
m;114959;0;0;68737
m;114971;0;0;68592
m;114982;0;0;68685
m;114993;0;0;68611
m;115005;0;0;68702
m;115016;0;0;68719
m;115027;0;0;68598
m;115040;0;0;68683
m;115050;0;0;68533
m;115061;0;0;68550
m;115074;0;0;68550
m;115085;-4;-1;68617
m;115096;-15;-5;68668
m;115107;-25;-8;68733
m;115119;-36;-12;68211
m;115131;-47;-16;68150
m;115141;-57;-19;67979
m;115152;-68;-23;69082
m;115164;-79;-26;72976
m;115174;-89;-30;74721
m;115185;-100;-33;71503
m;115196;-111;-37;51997
m;115208;-121;-40;33340
m;115219;-132;-44;30578
m;115230;-143;-48;29705
m;115241;-154;-51;17386
m;115252;-164;-55;12366
m;115264;-175;-58;11664
m;115275;-186;-62;12073
m;115287;-197;-66;11969
m;115297;-207;-69;11324
m;115308;-218;-73;11711
m;115319;-229;-76;11622
m;115331;-240;-80;11776
m;115342;-251;-84;11670
m;115352;-261;-87;11461
m;115363;-272;-91;11474
m;115375;-283;-94;11956
m;115386;-294;-98;12135
m;115397;-305;-102;11584
m;115408;-316;-105;11481
m;115419;-326;-109;11434
m;115430;-337;-112;11772
m;115441;-348;-116;11630
m;115452;-359;-120;11531
m;115464;-370;-123;11437
m;115475;-381;-127;11413
m;115486;-392;-131;11692
m;115496;-402;-134;11554
m;115508;-413;-138;11360
m;115519;-424;-141;11363
m;115530;-435;-145;11888
m;115542;-446;-149;11763
m;115553;-457;-152;11376
