m;millis;step_ha;step_la;load
m;152116;-83757;27919;65558
m;152127;-83772;27924;67799
m;152137;-83786;27928;67859
m;152148;-83802;27934;67644
m;152159;-83817;27939;65718
m;152169;-83832;27944;65586
m;152179;-83846;27948;64884
m;152192;-83862;27954;63965
m;152203;-83877;27959;63512
m;152214;-83892;27964;64112
m;152225;-83907;27969;66047
m;152236;-83921;27973;65497
m;152247;-83937;27979;65345
m;152257;-83951;27983;65322
m;152268;-83967;27989;66429
m;152280;-83982;27994;67082
m;152291;-83997;27999;67107
m;152301;-84011;28003;66938
m;152312;-84027;28009;67807
m;152324;-84042;28014;68727
m;152334;-84057;28019;68617
m;152344;-84072;28024;68851
m;152354;-84086;28028;67328
m;152367;-84102;28034;66406
