m;millis;step_ha;step_la;load
m;103325;-16807;5602;61367
m;103336;-16822;5607;60867
m;103348;-16837;5612;59978
m;103359;-16852;5617;60898
m;103370;-16867;5622;60795
m;103382;-16882;5627;60457
m;103392;-16897;5632;60862
m;103402;-16912;5637;60328
m;103412;-16927;5642;61007
m;103422;-16942;5647;61536
m;103434;-16957;5652;61239
m;103445;-16973;5657;60353
m;103455;-16988;5662;60928
m;103465;-17003;5667;62111
m;103477;-17018;5672;61692
m;103488;-17033;5677;61126
m;103499;-17048;5682;62388
m;103511;-17063;5687;62371
m;103522;-17078;5692;62459
m;103533;-17093;5697;62626
m;103544;-17108;5702;62427
m;103556;-17123;5707;61732
m;103566;-17138;5712;61035
m;103576;-17153;5717;60712
m;103586;-17168;5722;59201
m;103597;-17183;5727;59577
m;103607;-17198;5732;59866
m;103618;-17214;5738;60049
m;103628;-17229;5743;60829
m;103639;-17244;5748;61727
m;103650;-17259;5753;60496
m;103661;-17274;5758;59777
m;103672;-17289;5763;60225
m;103684;-17304;5768;60296
m;103695;-17319;5773;60022
m;103706;-17334;5778;59893
m;103717;-17349;5783;58859
m;103729;-17364;5788;59060
m;103739;-17379;5793;59021
m;103749;-17394;5798;59271
m;103759;-17409;5803;58965
m;103771;-17424;5808;57938
m;103782;-17439;5813;58836
m;103793;-17454;5818;58480
m;103804;-17469;5823;57324
m;103816;-17484;5828;56379
m;103827;-17499;5833;56658
m;103838;-17514;5838;57481
m;103851;-17530;5843;57848
m;103862;-17545;5848;58639
m;103873;-17560;5853;59279
m;103884;-17575;5858;59940
m;103896;-17590;5863;59063
m;103906;-17605;5868;59198
m;103916;-17620;5873;59693
m;103926;-17635;5878;59444
m;103937;-17650;5883;59054
m;103948;-17665;5888;59299
m;103959;-17680;5893;58950
m;103970;-17695;5898;59875
m;103982;-17710;5903;60385
m;103993;-17725;5908;60726
m;104004;-17740;5913;59178
m;104016;-17756;5918;58421
m;104028;-17771;5923;58124
m;104039;-17786;5928;58166
m;104050;-17801;5933;58296
m;104061;-17816;5938;57813
m;104073;-17831;5943;57650
m;104084;-17846;5948;56947
m;104094;-17861;5953;57423
m;104104;-17876;5958;57101
m;104115;-17891;5963;57669
m;104125;-17906;5968;57834
m;104136;-17921;5973;57943
m;104147;-17936;5978;58594
m;104159;-17951;5983;59296
m;104170;-17966;5988;58951
m;104181;-17981;5993;58197
m;104194;-17997;5999;56639
m;104205;-18012;6004;56633
m;104216;-18027;6009;57754
m;104227;-18042;6014;58103
m;104239;-18057;6019;57806
m;104250;-18072;6024;56843
m;104261;-18087;6029;57250
m;104271;-18102;6034;58766
m;104282;-18117;6039;59685
m;104292;-18132;6044;60597
m;104303;-18147;6049;59421
m;104314;-18162;6054;59943
m;104326;-18177;6059;59223
m;104337;-18192;6064;58711
m;104348;-18207;6069;57755
m;104359;-18222;6074;57967
m;104371;-18237;6079;57954
m;104382;-18252;6084;58437
m;104392;-18267;6089;58622
m;104402;-18282;6094;59703
m;104413;-18297;6099;59900
m;104424;-18313;6104;60547
m;104434;-18328;6109;60285
m;104444;-18343;6114;59704
m;104455;-18358;6119;59297
m;104465;-18373;6124;58864
m;104476;-18388;6129;59186
m;104487;-18403;6134;60869
m;104499;-18418;6139;60573
m;104510;-18433;6144;60803
m;104521;-18448;6149;60708
m;104532;-18463;6154;60932
m;104544;-18478;6159;60586
m;104555;-18493;6164;60128
m;104565;-18508;6169;60232
m;104576;-18523;6174;59120
m;104586;-18538;6179;58206
m;104597;-18554;6184;57611
m;104607;-18569;6189;56956
m;104617;-18584;6194;55609
m;104628;-18599;6199;54117
m;104638;-18614;6204;53206
m;104648;-18629;6209;52474
m;104659;-18644;6214;51750
m;104671;-18659;6219;52713
m;104682;-18674;6224;52846
m;104693;-18689;6229;54485
m;104705;-18704;6234;54151
m;104716;-18719;6239;55057
m;104727;-18734;6244;53982
m;104738;-18749;6249;54871
m;104749;-18764;6254;55475
m;104760;-18780;6260;54884
m;104771;-18795;6265;54357
m;104782;-18810;6270;54511
m;104793;-18825;6275;55923
m;104803;-18840;6280;56694
m;104813;-18855;6285;57386
m;104823;-18870;6290;57176
m;104835;-18885;6295;57122
m;104846;-18900;6300;58851
m;104857;-18915;6305;59601
m;104868;-18930;6310;59850
m;104880;-18945;6315;60200
m;104891;-18960;6320;61088
m;104902;-18975;6325;60743
m;104912;-18990;6330;62113
m;104923;-19005;6335;63031
m;104933;-19020;6340;63045
m;104943;-19035;6345;65345
m;104954;-19050;6350;66065
m;104966;-19065;6355;65110
m;104977;-19080;6360;63887
m;104988;-19095;6365;64062
m;105000;-19111;6370;64447
m;105012;-19126;6375;64742
m;105023;-19141;6380;63652
m;105034;-19156;6385;62389
m;105046;-19171;6390;62782
m;105057;-19186;6395;64297
m;105068;-19201;6400;64487
m;105079;-19216;6405;65322
m;105090;-19231;6410;63636
m;105100;-19246;6415;63029
m;105110;-19261;6420;62909
m;105120;-19276;6425;61216
m;105132;-19291;6430;60409
m;105143;-19306;6435;60619
m;105154;-19321;6440;60626
m;105165;-19336;6445;61066
m;105178;-19352;6450;61610
m;105189;-19367;6455;60828
m;105200;-19382;6460;60681
m;105211;-19397;6465;59580
m;105223;-19412;6470;60835
m;105234;-19427;6475;61013
m;105245;-19442;6480;60787
m;105256;-19457;6485;60667
m;105268;-19472;6490;61041
m;105278;-19487;6495;62012
m;105288;-19502;6500;62263
m;105298;-19517;6505;62295
m;105309;-19532;6510;63168
m;105320;-19547;6515;64330
m;105331;-19562;6520;65068
m;105342;-19578;6526;65997
m;105353;-19593;6531;66448
m;105364;-19608;6536;66026
m;105375;-19623;6541;65556
m;105387;-19638;6546;65561
m;105398;-19653;6551;65637
m;105409;-19668;6556;66060
m;105420;-19683;6561;65700
m;105432;-19698;6566;66399
m;105442;-19713;6571;66654
m;105452;-19728;6576;66522
m;105462;-19743;6581;66920
m;105473;-19758;6586;68416
m;105484;-19773;6591;67650
m;105495;-19788;6596;65849
m;105506;-19803;6601;65214
m;105518;-19818;6606;66268
m;105529;-19833;6611;66419
m;105540;-19848;6616;65604
m;105551;-19863;6621;65529
m;105562;-19878;6626;65238
m;105572;-19893;6631;64762
m;105583;-19909;6636;63596
m;105594;-19924;6641;63242
m;105605;-19939;6646;62120
m;105615;-19954;6651;61424
m;105625;-19969;6656;61107
m;105635;-19984;6661;61189
m;105647;-19999;6666;61294
m;105658;-20014;6671;60528
m;105669;-20029;6676;59542
m;105680;-20044;6681;59202
m;105692;-20059;6686;59989
m;105703;-20074;6691;60567
m;105714;-20089;6696;61170
m;105725;-20104;6701;62016
m;105737;-20119;6706;63048
m;105748;-20135;6711;63621
m;105759;-20150;6716;63655
m;105771;-20165;6721;63717
m;105782;-20180;6726;63715
m;105792;-20195;6731;64477
m;105802;-20210;6736;64155
m;105812;-20225;6741;64149
