m;millis;step_ha;step_la;load
m;230870;-191785;63928;60126
m;230881;-191800;63933;59836
m;230891;-191815;63938;59524
m;230901;-191830;63943;60033
m;230913;-191845;63948;60354
m;230924;-191860;63953;61146
m;230935;-191875;63958;61600
m;230946;-191890;63963;60116
m;230957;-191905;63968;60869
m;230967;-191920;63973;59863
m;230978;-191935;63978;59250
m;230989;-191950;63983;59365
m;231000;-191964;63988;57878
m;231010;-191979;63993;56881
m;231020;-191994;63998;57200
m;231031;-192009;64003;57278
m;231043;-192024;64008;56713
m;231054;-192039;64013;56431
m;231065;-192054;64018;57596
m;231075;-192069;64023;57304
m;231086;-192084;64028;56869
m;231097;-192099;64033;56907
m;231108;-192114;64038;56647
m;231119;-192129;64043;58072
m;231131;-192144;64048;58345
m;231141;-192159;64053;58396
m;231151;-192174;64058;58134
m;231162;-192189;64063;59249
m;231174;-192204;64068;61100
m;231185;-192219;64073;60742
m;231195;-192233;64077;61270
m;231205;-192248;64082;61021
m;231217;-192263;64087;61237
m;231228;-192278;64092;61177
m;231239;-192293;64097;61356
m;231250;-192308;64102;61583
m;231261;-192323;64107;61403
m;231271;-192338;64112;61773
m;231282;-192353;64117;62994
m;231293;-192368;64122;63104
m;231305;-192383;64127;62995
m;231316;-192398;64132;64087
m;231327;-192413;64137;64297
m;231337;-192428;64142;64664
m;231348;-192443;64147;64080
m;231359;-192458;64152;63813
m;231370;-192473;64157;63199
m;231382;-192488;64162;62610
m;231393;-192503;64167;63482
m;231404;-192518;64172;62901
m;231414;-192533;64177;61967
m;231425;-192548;64182;64418
m;231436;-192563;64187;63818
m;231447;-192578;64192;62967
m;231458;-192593;64197;63301
m;231470;-192608;64202;62293
m;231480;-192622;64207;61746
m;231491;-192637;64212;61877
m;231502;-192652;64217;60316
m;231514;-192667;64222;59888
m;231525;-192682;64227;60222
m;231535;-192697;64232;59870
m;231545;-192712;64237;59173
m;231557;-192727;64242;58660
m;231568;-192742;64247;59119
m;231579;-192757;64252;58643
m;231590;-192772;64257;57754
m;231602;-192787;64262;57254
m;231612;-192802;64267;56456
m;231622;-192817;64272;56788
m;231633;-192832;64277;57416
m;231645;-192847;64282;57860
m;231656;-192862;64287;57475
m;231667;-192877;64292;57676
m;231677;-192892;64297;57377
m;231688;-192907;64302;57642
m;231698;-192922;64307;57034
m;231709;-192937;64312;57918
m;231720;-192952;64317;57360
m;231732;-192967;64322;57494
m;231743;-192982;64327;58798
m;231753;-192997;64332;59246
m;231763;-193011;64337;59124
m;231775;-193026;64342;59762
m;231786;-193041;64347;59285
m;231796;-193056;64352;59064
m;231806;-193071;64357;59152
m;231818;-193086;64362;58547
m;231829;-193101;64367;58872
m;231840;-193116;64372;59297
m;231852;-193131;64377;59531
m;231863;-193146;64382;60091
m;231873;-193161;64387;60583
m;231883;-193176;64392;60700
m;231895;-193191;64397;59717
m;231906;-193206;64402;59814
m;231917;-193221;64407;61704
m;231928;-193236;64412;61105
m;231939;-193251;64417;61441
m;231949;-193266;64422;60505
m;231959;-193280;64426;59259
m;231970;-193295;64431;58891
m;231981;-193310;64436;60941
m;231991;-193325;64441;61209
m;232002;-193340;64446;60986
m;232013;-193355;64451;60794
m;232025;-193370;64456;61096
m;232036;-193385;64461;61442
m;232047;-193400;64466;61178
m;232057;-193415;64471;61170
m;232068;-193430;64476;61596
m;232079;-193445;64481;59956
m;232090;-193460;64486;59651
m;232101;-193475;64491;60245
m;232113;-193490;64496;59702
m;232124;-193505;64501;59765
m;232134;-193520;64506;59234
m;232144;-193535;64511;60307
m;232156;-193550;64516;62407
m;232167;-193565;64521;62189
m;232178;-193580;64526;63415
m;232189;-193595;64531;61647
m;232200;-193610;64536;61270
m;232210;-193625;64541;62777
