m;millis;step_ha;step_la;load
m;199646;-148951;49650;58133
m;199657;-148966;49655;57717
m;199668;-148981;49660;55694
m;199678;-148996;49665;56370
m;199689;-149011;49670;57369
m;199700;-149026;49675;57056
m;199711;-149041;49680;57563
m;199723;-149056;49685;58234
m;199734;-149071;49690;59568
m;199745;-149086;49695;59913
m;199755;-149101;49700;59278
m;199766;-149116;49705;59955
m;199777;-149131;49710;60768
m;199788;-149146;49715;60056
m;199799;-149161;49720;60490
m;199811;-149176;49725;60766
m;199821;-149191;49730;60554
m;199831;-149206;49735;59235
m;199841;-149221;49740;59202
m;199852;-149235;49745;59669
m;199863;-149250;49750;59246
m;199873;-149265;49755;58656
m;199883;-149280;49760;59171
m;199895;-149295;49765;57681
m;199906;-149310;49770;56129
m;199917;-149325;49775;55874
m;199928;-149340;49780;55706
m;199939;-149355;49785;54979
m;199949;-149370;49790;53742
m;199960;-149385;49795;54588
m;199971;-149400;49800;55771
m;199983;-149415;49805;55680
m;199994;-149430;49810;56337
m;200004;-149445;49815;57912
m;200014;-149460;49820;57937
m;200026;-149475;49825;58234
m;200037;-149490;49830;59236
m;200047;-149504;49834;59102
m;200057;-149519;49839;59845
m;200068;-149534;49844;60631
m;200079;-149549;49849;61071
m;200090;-149564;49854;61462
m;200101;-149579;49859;62371
m;200113;-149594;49864;61595
m;200123;-149609;49869;62056
m;200133;-149624;49874;62088
m;200144;-149639;49879;62091
m;200156;-149654;49884;62408
m;200167;-149669;49889;61488
m;200178;-149684;49894;61831
m;200189;-149699;49899;62186
m;200200;-149714;49904;63256
m;200210;-149729;49909;63035
m;200221;-149744;49914;62408
m;200232;-149759;49919;64325
m;200244;-149774;49924;64072
m;200255;-149789;49929;63108
m;200266;-149804;49934;61975
m;200276;-149819;49939;62017
m;200287;-149834;49944;61277
m;200298;-149849;49949;61077
m;200308;-149863;49954;60800
m;200318;-149878;49959;61207
m;200329;-149893;49964;61137
m;200340;-149908;49969;59719
m;200351;-149923;49974;59846
m;200363;-149938;49979;59307
m;200374;-149953;49984;59391
m;200385;-149968;49989;58335
m;200395;-149983;49994;58777
m;200406;-149998;49999;59018
m;200417;-150013;50004;58579
m;200428;-150028;50009;58879
m;200439;-150043;50014;60096
m;200451;-150058;50019;60243
m;200462;-150073;50024;61357
m;200472;-150088;50029;62589
m;200482;-150103;50034;62445
m;200494;-150118;50039;62541
m;200505;-150133;50044;61782
m;200516;-150148;50049;61880
m;200527;-150163;50054;62109
m;200538;-150178;50059;62162
m;200548;-150193;50064;61548
m;200559;-150208;50069;61512
m;200570;-150223;50074;61409
m;200581;-150237;50079;62096
m;200591;-150252;50084;61347
m;200601;-150267;50089;61505
m;200612;-150282;50094;62864
m;200624;-150297;50099;62587
m;200635;-150312;50104;61367
m;200646;-150327;50109;59804
m;200656;-150342;50114;59002
m;200667;-150357;50119;59242
m;200678;-150372;50124;58667
m;200689;-150387;50129;58885
m;200700;-150402;50134;59701
m;200712;-150417;50139;60152
m;200722;-150432;50144;60772
m;200732;-150447;50149;61375
m;200743;-150462;50154;62428
m;200755;-150477;50159;63204
m;200766;-150492;50164;63273
m;200776;-150506;50168;62556
m;200786;-150521;50173;62539
m;200798;-150536;50178;63107
m;200809;-150551;50183;62952
m;200820;-150566;50188;62560
m;200832;-150581;50193;62056
m;200842;-150596;50198;62682
m;200852;-150611;50203;62410
m;200863;-150626;50208;61219
m;200875;-150641;50213;61401
m;200886;-150656;50218;61125
m;200897;-150671;50223;60235
m;200908;-150686;50228;60896
m;200919;-150701;50233;61770
m;200929;-150716;50238;61915
m;200940;-150731;50243;62246
m;200951;-150746;50248;63431
m;200963;-150761;50253;63852
m;200974;-150776;50258;62796
m;200984;-150791;50263;62057
m;200994;-150806;50268;61783
m;201006;-150821;50273;61588
m;201017;-150836;50278;60946
m;201027;-150850;50283;60600
m;201037;-150865;50288;60094
m;201048;-150880;50293;59218
m;201059;-150895;50298;57932
m;201070;-150910;50303;57964
m;201081;-150925;50308;57946
m;201093;-150940;50313;58018
m;201104;-150955;50318;58057
m;201114;-150970;50323;59457
m;201124;-150985;50328;60010
m;201136;-151000;50333;60330
m;201147;-151015;50338;60247
m;201158;-151030;50343;59311
m;201169;-151045;50348;59018
m;201180;-151060;50353;58400
m;201190;-151075;50358;58257
m;201201;-151090;50363;58524
m;201212;-151105;50368;57877
m;201224;-151120;50373;57641
m;201235;-151135;50378;56694
m;201246;-151150;50383;56509
m;201256;-151165;50388;56989
m;201267;-151180;50393;58063
m;201278;-151195;50398;59445
m;201288;-151209;50403;58349
m;201298;-151224;50408;57242
m;201309;-151239;50413;56973
m;201320;-151254;50418;57295
m;201331;-151269;50423;56622
m;201342;-151284;50428;57029
m;201354;-151299;50433;57640
m;201365;-151314;50438;58737
m;201375;-151329;50443;58890
m;201387;-151344;50448;59171
m;201398;-151359;50453;59470
m;201409;-151374;50458;59701
m;201420;-151389;50463;59405
m;201432;-151404;50468;59202
m;201442;-151419;50473;59272
m;201452;-151434;50478;58438
m;201463;-151449;50483;57963
m;201474;-151463;50487;57444
m;201484;-151478;50492;57506
m;201494;-151493;50497;57942
m;201505;-151508;50502;58269
m;201517;-151523;50507;58973
m;201528;-151538;50512;59659
m;201539;-151553;50517;59324
m;201550;-151568;50522;58682
m;201561;-151583;50527;58245
m;201571;-151598;50532;58472
m;201582;-151613;50537;58017
m;201593;-151628;50542;59235
m;201605;-151643;50547;60727
m;201616;-151658;50552;60726
m;201626;-151673;50557;60057
m;201636;-151688;50562;60667
m;201648;-151703;50567;61660
m;201659;-151718;50572;62073
m;201670;-151733;50577;62550
m;201681;-151748;50582;62505
m;201693;-151763;50587;61234
m;201703;-151778;50592;60243
m;201713;-151793;50597;60175
m;201724;-151808;50602;60878
m;201736;-151823;50607;61487
m;201746;-151837;50612;61573
m;201756;-151852;50617;61994
m;201766;-151867;50622;62460
m;201778;-151882;50627;61181
m;201789;-151897;50632;61750
m;201800;-151912;50637;62739
m;201811;-151927;50642;62065
m;201822;-151942;50647;61794
m;201832;-151957;50652;60936
