m;millis;step_ha;step_la;load
m;238675;-202494;67498;52155
m;238686;-202508;67502;51677
m;238697;-202523;67507;53170
m;238708;-202538;67512;52985
m;238720;-202553;67517;53747
m;238730;-202568;67522;55091
m;238740;-202583;67527;55632
m;238751;-202598;67532;55444
m;238763;-202613;67537;55174
m;238774;-202628;67542;55108
m;238785;-202643;67547;55185
m;238796;-202658;67552;55330
m;238807;-202673;67557;55105
m;238817;-202688;67562;55736
m;238828;-202703;67567;55975
m;238839;-202718;67572;55496
m;238851;-202733;67577;55545
m;238862;-202748;67582;55596
m;238872;-202763;67587;55979
m;238882;-202778;67592;55766
m;238894;-202793;67597;56201
m;238905;-202808;67602;56523
m;238916;-202823;67607;57148
m;238927;-202838;67612;56948
m;238939;-202853;67617;56878
m;238949;-202868;67622;56602
m;238959;-202882;67627;56480
m;238970;-202897;67632;56699
m;238982;-202912;67637;57697
m;238993;-202927;67642;57694
m;239003;-202942;67647;56245
m;239013;-202957;67652;56582
m;239025;-202972;67657;56445
m;239036;-202987;67662;56323
m;239047;-203002;67667;57530
m;239058;-203017;67672;58436
m;239069;-203032;67677;57492
m;239079;-203047;67682;57594
m;239090;-203062;67687;58677
m;239101;-203077;67692;59253
m;239113;-203092;67697;57810
m;239124;-203107;67702;58336
m;239135;-203122;67707;58169
m;239145;-203137;67712;57944
m;239156;-203152;67717;56985
m;239167;-203167;67722;56501
m;239178;-203182;67727;56886
m;239190;-203197;67732;57531
m;239201;-203212;67737;57340
m;239211;-203227;67742;58136
m;239221;-203241;67747;58690
m;239233;-203256;67752;58709
m;239244;-203271;67757;58139
m;239255;-203286;67762;58659
m;239265;-203301;67767;58309
m;239276;-203316;67772;58448
m;239287;-203331;67777;59284
m;239298;-203346;67782;59836
m;239309;-203361;67787;59685
m;239321;-203376;67792;58989
m;239331;-203391;67797;58611
m;239341;-203406;67802;60155
m;239352;-203421;67807;61174
m;239364;-203436;67812;60785
m;239375;-203451;67817;60772
m;239386;-203466;67822;61945
m;239396;-203481;67827;63662
m;239407;-203496;67832;62272
m;239417;-203510;67836;62080
m;239428;-203525;67841;62221
m;239438;-203540;67846;61416
m;239449;-203555;67851;61853
m;239460;-203570;67856;62710
m;239471;-203585;67861;61594
m;239482;-203600;67866;61712
m;239494;-203615;67871;61110
m;239505;-203630;67876;60614
m;239515;-203645;67881;59911
m;239525;-203660;67886;59253
m;239537;-203675;67891;58959
m;239548;-203690;67896;56980
m;239559;-203705;67901;56432
m;239570;-203720;67906;56112
m;239582;-203735;67911;55793
m;239592;-203750;67916;55397
m;239602;-203765;67921;55035
m;239613;-203780;67926;55233
m;239625;-203795;67931;55175
m;239636;-203810;67936;54992
m;239647;-203825;67941;56415
m;239657;-203840;67946;55995
m;239668;-203855;67951;55526
m;239678;-203869;67956;55855
m;239689;-203884;67961;55690
